artist_id	artist_name	is_in_US_Canada	location
ARUHQUR1187FB4269A	The Salteens	True	Vancouver, British Columbia, Cana
ARVPJZA11F4C842DD7	Tommy Makem	True	United States
ARE1E131187B9B6F22	June Carter Cash	True	Virginia
ARFDCVP1187B9B40FC	The Geraldine Fibbers	True	Los Angeles, CA
ARXCUQE1187B9ADD91	Pee Wee King	True	Milwaukee, WI
AR1NP6K1187FB4EF4B	Frances Nero	True	Detroit, MI
ARG7U031187B98CA8C	Bush Tetras	True	NY - New York City
ARZOJLP1187FB4945F	Norman And Nancy Blakie	True	Oregon
AR75A9W1187FB4B4AB	Karo & Johny Adams	True	South Carolina
AROZ87V1187B9A3DAC	Damien Dempsey	False	Donaghmede, Dublin, Ireland
ARHRYKN1187FB58D5E	Distractions	True	NY - Upstate NY
ARIWN3F1187FB3E37E	Sugafree featuring Sharon	True	Los Angeles, CA
AR1F3QS1187B98F5A7	Murphys Law	True	Queens, NY
ARX7H851187B9ACA90	Dogwood	False	San Diego, CA
AR45G8G1187B9AED09	Mr C	False	London, England
AR1WJ511187B9AC0BA	33Hz	True	New York
ARRFSAF11F50C4DF7E	Silvertone	True	United States
ARNO6MM1187B98EBE5	Legend B	False	Frankfurt / Hamburg / Frankfurt
ARZPKQR1241B9C9882	The Artist Life	True	Toronto
AR1E1951187B9AEE36	Rock Kills Kid	True	Los Angeles, CA
ARHZ7921187FB47BEA	DaySleepers	True	NY - Upstate NY
ARVL7X81187B989EED	Dinky	True	Mass. - Boston
ARLSMEN1187B98D6DF	Chuck Mangione	True	Rochester, NY
ARQ880G1187FB3F80D	Neaera	False	Münster, Germany
AR2JJUD1187FB59CE8	Orion	True	Orrville, AL
AR60B3C1187B9A75DE	Crowning Glory	False	UK - England - South East
ARZCG6W1187B9937F4	Mahjongg	True	Chicago,  IL
ARLAVYX1187B99FC61	The God Awfuls	True	Los Angeles, CA
ARCMRQ61187FB4033E	Midnight Movies	True	Los Angeles, CA
ARO82DJ1187FB432BB	Mo Horizons	False	Hannover, Germany
ARAUOII11EBCD7C656	Wise Intelligent	True	New Jersey
ARS5EW31187FB4149E	Tube & Berger pres. Push Push	False	TEL AVIV
ART73V11187B98DF53	Jasmine Guy	True	Boston, MA
ARCGLMM1187B9902B6	Kermit Ruffins	True	New Orleans, LA
ARLWOKG122BCFCBE7C	Suicidal Angels	False	Athens, Greece
ARXBM4Q1187B9AEAEF	Mary Youngblood	True	Sacramento, CA
ARC8V2I1187FB50F6F	The Blood Arm	True	Los Angeles, CA
ARJDNKO11F4C848264	Nate Mezmer	True	California - SF
ARWYWXY1187FB470A0	Frankie	False	UK - England - London
ARA2J4X1187B9B7FEF	Stephen Stills	True	Dallas, TX
ARSETSH1187B98DEAE	The Greenes	True	North Carolina
ARJ52H21187FB5893F	Peter Schilling & Boom-Bastic	False	Stuttgart, Germany
AREW0141187FB46F54	Tackhead	True	New York, NY
ARFEILK1187FB5B312	Pierre Lapointe	True	Lac St. Jean, Quebec
ARV1RJ81187B99958A	Digitonal	False	Great Britain / UK
ARNXEYL1187B99CF12	Dalmata	True	ponce,puerto rico
ARPKK761187FB4D53C	The Ataris	True	Anderson, IN
ARKDDBB1187FB523AC	Icon The Mic King	True	PHILADELPHIA
AR15KW01187FB53510	Dr. Kucho!	False	Melbourne, Austrailia
AR23T8W1187FB40598	Maysa	False	India
AR03QBI1187B9B7208	Retaliator	False	UK - England - Yorkshire
AR3OCJY1187FB4DCAA	The Go-Go's	True	Los Angeles, CA
ARKKZGP1187B99F0FF	Yael Naim / Lisbeth Guldbaek / Anne Warin / Pedro Alves	False	FR
ARPIEON1187B9916D5	Dj Lara	True	Guatemala
AREV5ZI1187B992CF8	Slowride	True	Lawrence, KS
AR1F63U1187B998E20	Tré Little	True	DETROIT, Michigan
AR15FQ11187FB36BE8	Chaka Demus & Pliers	True	Kingston
ARNJSVR1187B99EBBA	Nick Oliveri of Queens of the Stone Age presents Mondo Generator	True	Los Angeles, CA
ARSHK0O1187B99BECC	Sissy Wish	False	Norway
ARO32TC1187FB39461	Ras Moses & Ricky Rudy	True	Tennessee
ARVGL3M1187B9A8A04	Sintax the Terrific	True	South Carolina
ARO65SQ1187B98FCE6	Paul Haig	False	Edinburgh, Scotland
ARYBM8C1187B9B5C6A	C.W. Stoneking	False	Melbourne
ARH996B1187FB50545	Johnny Clegg	False	Rochdale, Lancashire, England
ARXJQQK122C86779B9	In Riot	False	Great Britain / UK
ARNDO4H1187FB5B0FB	Lucio Aquilina	False	Napoli
ARGL2RN1187FB4F1E0	Don Baker	False	IRELAND
ARARO7M1187FB5C0B3	Chieli Minucci	True	NY - New York City
ARMLZE11187B9B34D3	Syd Barrett	False	Cambridge, England
ARYMQI31187B99F4D3	iio	True	New York, NY
AR7WAMQ1187B98CC47	US Marine Band	True	Oregon
AR6OSQ81187FB3FDAB	Ronan Keating	False	Dublin, Ireland
AROB0091187FB47B7A	Spank Rock	True	New York, NY
ARCXF201187FB4DD3D	Heiner Goebbels	False	Neustadt, Germany
ARAF2I21187FB4CE77	Average White Band	False	Scotland
ARF3FRP1187B9A77BF	Groupa	False	Sweden
ARKY3ER1187FB5B5D1	Mr. Vegas	True	NY - New York City
ARO1Q871187FB4EF05	Savage Grace	True	Michigan
ARCK8751187FB45613	Cowboy Copas	True	Adams County, OH
ARY1XQX1187B9A146D	Lost On Purpose	True	California - LA
ARF20OM1187B990CAD	Television	True	NYC
ARU2T6V1187FB5590B	INXS	False	AUSTRALIA - Aus. Cap. Terr.
ARC1IIV1187B9948F2	Don Cornell & Hugo Winterhalter Orchestra	True	New York, NY
ARXPMYJ11F919A78F9	Sons Of The Pioneers	True	Central Valley, CA
ARIJDL71187B99DB4D	Roxanne Potvin	True	CANADA - Ontario
ARSC0U31187B9A835E	Jack McDuff	True	Champaign, IL
ARUNJO81187B9A8EFF	Poison Pen	True	Brooklyn, NY
AR679BF1187B9B1CA6	Rosenstolz	False	Berlin, Germany
ARBQMIH1250940F4EE	David Morales W/ Tamra Keenan	True	Brooklyn, NY
ARYZX981187B9A995B	Zachary Richard	True	Louisiana
ARPQA4M1187B9B12F4	Windsor For The Derby	True	Tampa, FL
AR0AQQP119B8667DA9	Marc-André Fortin	True	Chicago Illinois USA
ARPFJUP1187B989052	Freak Nasty	True	OMAHA, Neuenburg
ARXDIEB1187B9A6F00	Black Wire	False	Leeds, Yorkshire, England
ARKFXJJ1187B9AAB59	Sam The Sham & The Pharaohs	True	Dallas, TX
ARAHUG21187B993B23	Furthermore	True	Titusville
ARCC3B51187FB59171	Sikth	False	London, England
AR180PG1187B997BAE	Donnie Brooks	True	Dallas, Texas
ARAQLGN1187FB4F8CD	Catatonia	False	Wales
ARZXNFV1187B9BA2CD	Buddy Guy / Muddy Waters	True	Rolling Fork, MS
AR0UYMQ1187B9ADFE1	Alexander Hacke	False	Berlin, Germany
ARRSIBL11F4C83E124	Lanre	True	NY - Upstate NY
ARR1L1G1187FB3B9D0	Uusitalo	False	Oulu, Finland
AR0FZH51187FB4A6E5	Destroid	True	Chicago, IL
AROO8CD1187FB58AB0	A Forest Mighty Black	False	Freiburg, Germany
ARTYST11187FB38DDA	Tabula Rasa	False	Spain
AR8UWBJ1187FB3BE57	Birdsongs of the Mesozoic	True	Boston, MA
ARZQQBV1187B99CA6D	Citizens Here and Abroad	True	San Francisco, CA
ARHJ5ZO1187B998441	The Four Lads	True	Toronto, Ontario, Canada
AROMORH1187FB50213	Ojos De Brujo	False	barcelona
ARHP3W31187FB51F8E	Mr. Projectile	True	Minnesota
ARMWAY81187FB3737C	Kiss Kiss	True	Sleepy Hollow NY
ARY4M3J1187B9AC94C	John Sebastian	False	Leeds
ARRWAD71187FB3FE44	Martha Wainwright	True	NY - New York City
AR0LVFQ1187B9A84E0	Jason Miles	True	NY - New York City
ARHKLFI1187B9ADBC2	Immortal Technique	True	RANDOLPH, Massachusetts
ARTZ5X61187FB3AFC6	Jo Stafford	True	Coalinga, CA
AR71HE01187FB5C0D6	Coco Electrik	False	London
ARMIRFN1187FB3BD09	The Kingston Trio	True	Palo Alto, CA
ARNRLO6119B8668FD4	Static Blue & Harris Briggs feat. Airplanes	False	Melb Victoria Australia
ARM4TVO1187B99839D	Ashley Parker Angel	True	Redding, CA
ARRRVMG1187FB532AC	Radney Foster	True	Del Rio, TX
ARIA19S1187B992134	Two Man Sound	False	BELGIUM
AROFA8F1187FB38139	The Justice League	True	Charlotte, NC
AR6EAZK1187B98E869	Dee Dee Bridgewater	True	Memphis, TN
ARR99WB1187B98FD3A	Carole Pope	True	California - LA
AR5OYSX1187FB43BF6	Lou Gramm	True	Rochester, NY
ARJ3IHG1187B988F2D	Jaya	True	NY - New York City
ARHTI3J1187B99B8AA	Smigg Dirtee	True	Mass. - Boston
ARQEI3S1187FB44F75	The Physics of Meaning	True	San Francisco California USA
ARIP0IK1187FB4EFA3	Cherry Ghost	False	Manchester, England
ARC9P2L1187FB483A1	Johnny "Guitar" Watson	True	Houston, TX
AR1WD6N1187FB3BC8B	Taken	True	Georgia
ARTO3L81187B9ACA8C	Jeff Buckley	True	Tennessee, USA
ARZ1ZQ71187FB4A931	Megaherz	False	Germany
ARINX3G1187FB4DA19	Space March	False	AUSTRALIA - New South Wales
ARFEYGD1187FB42A34	Onslaught	False	England
AROTGU11187B9B78AA	Marianne Nowottny	True	New Jersey
ARCSWBU1187FB3A4A2	Duran Duran Duran	True	PORTLAND, Oregon
ARIV5OO1187B993C59	Memory Garden	False	Kumla
ARXUDCS1187FB4BD1F	Talk Of The Town	True	Seattle, WA
AROLEZ71187B9AE552	PRIMAL FEAR	False	Germany
ARRL2QH1187B9AC814	Bing Crosby	True	Tacoma, WA
ARW7N8C1187B9B0D40	Blaze Bayley	False	UK
ARGA1TQ1187B9A165A	Tony Terry	True	Pinehurst, NC
ARGD0RX1187FB4328D	Jennifer OConnor	True	NY - New York City
AR07N4Y1187B99A956	Middle Distance Runner	True	Washington, D.C.
ARDNHTQ11C8A4153C2	Untold	True	North Carolina
ARL5Q10119B86682EE	Chunk	True	Canada
ARFQDE41187B99AD9E	Buddy Rich	True	New York, NY
ARAIKHY122988FA320	Mobsters Of Light	True	Oklahoma
ARXRNDO1187FB42BE5	The Hollies	False	Manchester, England
ARLN9GU1187B9A1E5C	Vonda Shepard	True	New York, NY
ARWNI4U1187FB37DEC	Portastatic	True	South Carolina
ARX58JM1187B9A4B7C	Laury	True	Guadeloupe French
ARTLASR11F50C48890	Racetrack Babies	False	DENMARK
ARN099E1187FB50A5D	Milton Brown	True	Stephenville, TX
ARBBBLV1187FB57B70	Fever	True	New Jersey
ARRCN061187B9B4F57	Richmond Fontaine	True	Oregon
ARRQYHJ1187B98FAE2	Pastilla	True	California - LA
AR9ROYN1187FB4D9F1	Survivor	True	Chicago, Illinois, United States
ARYXJAD12454A4C959	Rush The DJ	False	Great Britain / UK
AR49E521187FB3F616	Cretin	True	Bay Area, CA
ARAQMES1187FB4D46A	Benzino	True	I AM DA BEAN!!! YIMEAN!!! 3S4LIF3!!!!, Florida
ARSXAKX11E2835D749	Weinland	True	Oregon
AR99EV81187B9ADC55	Fizzle Like A Flood	True	Omaha
ARFPXSZ1187B9A543A	Wayne Smith	True	Maryland
ARQCEEK1187FB37251	Quickspace	False	London, England
ARSX3I61187B98FAC7	Frank Stokes	True	Whitehaven, TN
ARHQUQZ11F4C841B0A	DJ Devious	True	Pennsylvania
ARIN12F1187FB3E92C	Grant Geissman	True	PEARLINGTON, Mississippi
AR9ZD491187B9ABD47	Vittorio il Fenomeno	True	Austin, TX
AR1D7AK1187FB3E697	Thomas Schumacher	True	North Carolina
AR1S9ZF1187FB3CBB0	Shuggie Otis	True	Los Angeles, CA
ARYRSHL1187B98F3EB	Sean Lennon	True	New York, NY
ARGL85U1187B98BABD	Aeoliah / Mike Rowland	True	Canada
ARK30AI1187FB3C777	Dive	True	NY - Upstate NY
ARBVEAS11F50C4D11B	Reverend Gary Davis	True	Laurens, SC
AR3QM7J1187FB43F7E	Café Tacvba	True	TINLEY PARK, Illinois
ARYT4MJ1187B995577	Peru Negro	True	Peru
ARMX0GY1187B98B62E	Lynn August	True	Lafayette, LA
ARE5ZLK1187B9A19AC	Vena Cava	False	Grimsby
AR8ZLX91187FB3CB73	Marshall Jefferson	True	Chicago 
ARQJK8L1187B9BA068	Acker Bilk	False	Pensford, Somerset, England
ARFGBSS11F50C4AEBC	Gift of Gab	True	Pacoima, CA
ARBKGEL1187B9AC938	Denver and the Mile High Orchestra	True	Tennessee
ARF2EHS1187B994F4E	Kings Of Leon	True	Nashville, Tennessee
AR8D4HQ1187B99160E	Smokey	True	kansas city
ARCMKVG11F4C84259C	Kenny Blues Boss Wayne	True	CANADA - Ontario
ARZXVY01187B9972EC	Davol	True	Colorado
ARSGQPA1187B9B5D5F	The Andrews Sisters	True	Minneapolis, MN
ARLDNYD11E2835CCFA	The Bleeding Hearts	True	North Carolina
ARC9HYZ1187FB52BC8	Brain Damage	False	Santiago- Chile
AR9B7N41187B9A9D20	Adam Watts	True	California
ARLQ1IL1187FB3C77A	Bob Welch	True	Los Angeles, CA
ARUP0001187FB39B04	Jefferson Airplane	True	San Francisco, California
ARSNV1C1187B98FC55	Pieces Of A Dream	True	Philadelphia, PA
ARXACVK1187FB495D1	Andy Montañez	True	PATERSON, New Jersey
ARCXQSR11F4C844048	The Delfonics	True	Philadelphia, PA
ARJWP041187B98BFBC	Divinyls	False	Sydney, Australia
ARMDB3O1187FB4E640	Main	False	Croydon, England
ARWDH1X1187FB493D3	Jordan_ Louis	True	Brinkley, AR
ARMKYTT1187FB5BF42	The Urge	True	St. Louis, MO
ARQ7GXC1187FB4E3CC	Seekonk	True	Portland, ME
ARMXROY11F4C841033	The Kingsmen	True	Portland, OR
ARX4ES31187B993381	Wishful Thinking	True	California - LA
ARDX06C1187B98D288	Slapstick_ Frederic De Carvalho	True	Chicago, IL
ARPIRQI1241B9C6D07	Jamie-Sue Seal	True	Liverpool United Kingdom
ARE36MM1187B991E50	Blind Lemon Jefferson	True	Couchman, TX
ARXIIEY1187FB44EAF	Nights Like These	True	Memphis, TN
ARHBJRB12592CDB00C	Richard Vission & Static Avanger Starring Luciana	True	Toronto, Ontario, Canada
AR34I051187FB40FB3	Messenjah Selah	True	Jamaica; USVI; Atlanta; Bay Area
ARDXEPD1187B98C933	Boyracer	False	Leeds, England
ARLHGZP1187B99954A	Fatback	True	Fayetteville,NC 28301
AR6LMKW1187FB3A2DB	Dove Brothers	True	North Carolina
ARIQUL21187B9AFF22	Noname	True	Tennessee
ARY2HG61187B99886C	Marla Glen	True	Chicago, IL
AR3SBI51187FB4A928	The December Sound	True	CHARLOTTE, North Carolina
AR0JEOI1187B98B918	Erik Berglund	True	Texas
ARFC1NH1187B98E850	Ray Hamilton Orchestra	True	California - LA
AR3HHTP11C8A41627E	Stacks	False	Copenhagen
ARAP96T1187B99B3ED	Chalee Tennison	True	Washington
AR4F7AO1187B9A0792	Fernest Arceneaux	True	Lafayette, LA
ARDINVM1187B98A6C1	Marc Lavoine;Catherine Ringer	False	Longjumeau, France
ARA4DVX1187B9905D3	Showoff	True	Villa Park, IL
ARFPRIQ1187B999C2C	Jim Lowe	True	Georgia
ARQQVJJ1187B9B30BF	The Nightwatchman	True	Los Angeles, CA
ARRRZD5119B86684A2	Jimbo Ross	True	California
ARNZRG71187FB42DCD	Ecstasy Of St. Theresa	False	Prague, Czech Republic
ARJ0CY71187FB4BCF1	The Davenports	True	NY - New York City
ARLSW1V1187FB38523	Shirley Murdock	True	Toledo, OH
AR608ZH1187FB5549D	I Mother Earth	True	Toronto, Ontario, Canada
ARCEOW71187B9A5A71	Big Audio Dynamite	False	London, England
ARE59TS1187FB540F0	Spanish Fly	True	California - LA
ARLDX1T1187B991E69	Joe Veras	True	Cotui, Dominican Republic
ARK62161187FB3D4E2	Don Cherry	True	Oklahoma City, OK
AR44XBC1187FB48B02	Louisa-John Krol	False	AUSTRALIA - Victoria
AR4B0JF1187FB5A5C5	Gods Property	False	Brasilia Brazil
AR8IJ7T1187B989E3B	Miss Jane	False	Netherlands
ARFWM7I1187FB3DA74	The Fallout	True	METAIRIE, Louisiana
ARVVBUS1187FB4DE1D	Illinois	True	Bucks County, PA
ARHARQH1187FB380D9	Keoki	True	Panama
ARCSB091187FB41370	Satoshi Tomiie & DJ Yellow feat. Rachel Lamb	False	Tokyo, Japan
ARN9K6K1187FB4A20F	Peven Everett	True	Harvey, IL
ARD5H2T1187B9B1F22	Lucy Kaplansky	True	New York
ARWPZIE1187B9B7F82	Method Man	True	Hempsted, Long Island, NY
ARUYOAU1187FB3A9F2	The Micragirls	False	Kuopio, Finland
ARG420G1187FB5B636	Steve Aoki	True	Hollywood, CA
ARIN7RA1187FB4CE8B	59 Times the Pain	True	Simi Valley, California
ARFJLII11F50C4A6FD	Haley'	True	Pennsylvania
ARHMWHS1187B997204	Winston Groovy	False	Great Britain / UK
AREPVT01187B9B43B4	Stoneface & Terminal	False	Canberra Australian Capital Territory Australia
ARXJJSN1187B98CB37	BeBe Winans_ CeCe Winans	True	Nashville, TN
ARZNLAU1187B9A67E9	Prophet Posse	True	Memphis, TN
ARO7KK61187B9A0DF3	Aïssa	False	Saida, Algeria
AR7HUXU1187B9A1843	Machito	True	NY - New York City
ARVN3SB1187FB42D00	Jabberjaw	True	Michigan
AR73V031187B9A1883	Justine Electra	False	Melbourne, Australia
ART39RE1187FB3CB95	Rex The Dog	False	London
ARLTRCT1187B988FFD	The Fortunes	False	England
ARDHAM81187B993BB3	Don Reno	True	Buffalo, SC
ARZ05KB1187B9B6088	Rally	False	Amsterdam Netherlands
ARVISJ71187FB3A107	Oliver Ho	False	London, England
ARXHXPO1187FB4FE21	Gluefactory	True	California
ARJ6T2L1187FB539FC	Horacio 'El Negro' Hernandez	True	Massachusetts
ARZVW6Y1187B9951CD	This Runs Through	True	Tampa, FL
AREZ86B1187B9A1EA8	Futique	True	New York, NY
AR04KTB1187B99B6B7	The Disposable Heroes Of Hiphoprisy	True	San Fransisco, CA
ARXYKBF1187FB58129	Empty Trash	False	Berlin
AR3CT4R1187B9B39FE	Doug Wimbish	True	New York
AREQ92S1187B993E03	The Radiators	True	Louisiana
ARKGJMU1187FB52A3D	Seaweed	True	Tacoma, WA
ARXU3VG1187B9A0027	Twenty Eight	True	NY - Upstate NY
AR56UY11187FB46D49	Lightning Slim	True	St. Louis, MO
ARZRWOF1187B9963A3	Nautilis	True	Austin, TEXAS
ARG3CPP1187B99C82A	Earth Crisis	True	Syracuse, NY
ARLCORL1187B9B920D	The Accident Experiment	True	California
ARFH74F1187B9B5E3F	Kronos Quartet	True	Baltimore, MD
AR5KMTW1187B9A7E20	People'S Choice	True	Philadelphia, PA
ARSGCEF1187FB43862	Triosk	False	Australia
ARUX36A1187B9B5563	Jessica Robinson	True	Milwaukee Wisconsin USA
ARSX6P71187B9A1BB2	Trent Dabbs	True	Tennessee
ARO91DE1187B99A8B5	Phrase	True	Nashville, TN
ARKL0ED1187FB5143A	Les McCann	True	Lexington, KY
ARYOLMN11F4C840263	Kenzo	True	Wisconsin
ARKJRV51187B990576	Shebang	True	United States
ARJW7KB1187FB47C36	Olivia Ruiz	False	Carcassonne, France
ARENNIE1187FB3BF1F	Orange Juice	False	Glasgow, Scotland
ARXFH7N1187FB48043	Herman van Veen	False	Utrecht, Netherlands
ARTSA6B1187B9AC1A4	Poni Hoax	False	Paris, France
AR3MSAN1187B98F06B	Outkast with Gangsta Boo & Eco	True	Atlanta, GA
AR4TOWV1187FB53A21	Shake/Shake	True	Detroit, MI
ARE60CQ1187FB422F8	Howard Roberts	True	Phoenix, AZ
AR23JJI1187B9B983B	Erin Boheme	True	Oshkosh, WI
ARJYSCX11F4C847FE2	Quiet Countries	True	Oregon
ARXRMXD12086C1309C	Jean-michel Rotin	False	FRANCE
ARY1VGA1187FB5A39E	Tom Cochrane	True	Lynn Lake, Manitoba, Canada
ARXHWD11187B98A523	Magna-Fi	True	Las Vegas, NV, United States
ARPQ2SD1187B99234C	Jimpy	False	London
AR84L611187FB383A8	Zeraphine	False	Berlin, DE
ARDZZUR1187B98A143	The Chrome Cranks	True	New York, NY
ARMHQZE1187B99A822	Toby Lightman	True	Cherry Hill, New Jersey
AR13CXU1187B9AD30A	The Clash	False	London, England
ARYOBYD1241B9C87F8	Dabbler	True	Vancouver
ARECATJ1187B9A0EE7	The Blossoms	True	Los Angeles, CA
ARZP2M21187FB59C63	Dons	True	Boston
ARW2RNE1187B9932F5	Langston Hughes	True	Joplin, MO
ARRVS341187FB4C1C6	Rufus	True	Chicago, IL
AR7IUGW1187FB483BF	Jewel Akens	False	AU
ARY2G671187B98F4A0	An Albatross	True	Chicago, IL
ARBAWJ01187B9ABF7F	Jana Peri	True	NY - New York City
AR4PQ891187FB5CA9F	Dionne Warwick	True	East Orange, NJ
ARTJ3XJ1187B9B92AA	Kelis	True	Harlem, NY
ARI511L1187FB3F402	The D4	False	Auckland City, New Zealand
ARFLNP11187FB371E1	Takida	False	Ånge, Sweden
ARTHMF51187B998FA0	Roshan	False	GERMANY
AREYSX61187FB53EC1	Woe of Tyrants	True	Chillicothe, OH
AROO1EW1187FB3B2A5	Laurel Aitken	True	Cuba
ARORCYS1187FB43994	The Hot Pants	True	Oregon
ARL99WU1187B98FB1F	Skip James	True	Bentonia, MS
ARR176H1187FB4CDFE	Edwin Hawkins	True	Oakland, CA
ARSHZHP11F33DFFFFA	Massage Therapy Music	False	JAPAN
ARYA83G1187FB4FCEF	Liz Brady	True	Victoria British Columbia Canada
AR1UR7X1187FB50596	Inner City	True	Detroit, MI
ARHP1GE119B8668DF4	Scars On Broadway	True	Los Angeles, CA
ARWX5TK1187FB4CDBE	The Who	False	Angleterre
AR0Q6XH1187FB3CDE3	Madvillain	True	Los Angeles, CA
ARAJMJA1187FB3E337	The Electric Soft Parade	False	Brighton, England
ARX029H1187FB4B9D2	The Loose Salute	False	London/Cornwall
AREOCUN1187FB5AC47	Standgericht	False	London
ARS4KNX1187FB36053	Little" Jimmy Dickens	True	Bolt, WV
ARJHPDB11EBCD795B6	Adam Ray	True	California - LA
ARSMFGP1187B99BC2B	Ambelique	True	NY - New York City
ARF2GUE1187B9A7EA6	Verona	True	Caracas VENEZUELA
AR1RQL01187B99E48A	Khymera	True	California
ARC8NUQ1187FB3CE2B	Edgar Winter	True	Beaumont, TX
ARAJPHH1187FB5566A	The Shangri-Las	True	Queens, NY
AR80YG31187FB58A13	The Bronx Horns	True	New York
AR33Z0T1187B98FE9E	The Quails	False	Teignmouth
ARPN9DY1187B9A9C83	Matt Willis	False	London, England
ARK6M9V1187FB41734	Ana Cirré	True	MX
ARRMZ8R1187FB36FE3	East West	True	Grand Rapids Michigan USA
ARCE0IB1187FB5624F	Big Face	True	Wisconsin
ARPV68C1187FB533BC	Panik & Molemen	True	California
ARGMDL21187B995E96	Arthur Baker feat. Nona Hendrix & Ladonna	True	Boston, MA
ARVZE8R1187B99AC9D	Final Cut	True	Chicago, IL
ARWA9HE1187B9A5469	Go To Blazes	True	Washington, D.C.
ART70HI1187B9A37BC	Elmore James	True	Richland, MS
ARGSIZB1187FB5AE3E	John Hall	True	Baltimore, MD
ARJ8IIY1187B992734	Paint it Black	True	Philadelphia, PA
ARXVFCB1187FB372EB	Keaton Simons	True	Los Angeles, Ca
ARYIZOF1187FB5346E	Cuarto Poder	True	CARACAS - VENEZUELA
AR9J0BO1187B9AE434	Lorez Alexandria	True	California - LA
ARPXUBO1187B9B55CE	Apsci	True	New York, NY
ARSKPIJ11F50C50608	Marquez the Greatest	True	California - LA
ARMM7T01187B9B31E0	Frank Caliendo	True	California
AR14BJQ1187B9ACC2E	Clorox Girls	True	Oakland, CA
AR6W6KQ1187B9AAA53	Sentenced	False	Helsinki, Finland
AR022JO1187B99587B	Ross	False	Indonesia
ARFWYYE1187FB49A12	War From A Harlots Mouth	False	Berlin
ARZXCSZ11F50C4D59C	Summer Cats	False	AUSTRALIA
ARDHTLU1187B990EBA	Toto Cutugno	False	Fosdinovo, Italy
AR6YOMN1187B9B8D6F	Steven Brown	True	Chicago, IL
AR187E31187B9A1316	Silvertide	True	Philadelphia, PA
AR92PP51187B9922F2	The Wheels	False	Denpasar-Bali (Indonesia)
AR2046Z1187FB57F6B	Hunger	True	MIAMI, Florida
ARI6U2Y1187B9AD8A1	Chromeo	True	Montreal/New York
ARR76J71187B9B4096	Buck Howdy	True	United States
ARYHTYH11EBCD7C884	The Hit Factory	True	New York
ARFB91Y1187FB450CC	Alison Krauss / The Cox Family	True	OMAHA, Nebraska
ARNUTNW122988F1735	Dean Sluyter	True	New Jersey
AROX6K511C8A4159B0	3 Deep	True	Alabama
AR4HAZ21187B991319	Lenny Welch	True	Asbury Park, NJ
AR3ZQLW1187B992D15	Steve Goodman	True	Chicago, IL
AR7K9W71187B9AF065	Jane Olivor	True	New York, NY
AR52RXA1187B989EF2	Crunchy Black	True	Memphis, TN
ARFD6AP1187FB431C4	Chuckii Booker	True	Los Angeles, CA
ARWYVP51187B98C516	The Suicide Machines	True	Detroit, MI
AR1DYIN1187FB49365	Majke	False	Vinkovci
ARR7S8F1187FB38C2B	Good Shoes	False	Morden, UK
ARQQ1DK1187FB48D20	Felix Cavaliere	True	Pelham, NY
ARSOXBX122BCFCC648	Konshens	True	Washington DC
AR15IO41187FB4D3FF	Fiona Apple	True	New York, NY
ARIHLZQ122ECCBD02F	U.D.I.	True	NY - New York City
ARGEQZ31187B992EEA	Ray Smith	True	Melber, KY
ARKS49K1187FB3CDE5	Journey South	False	England
AR22EGJ1187B989781	Incantation	False	UK - England - South East
AR7GM0K1187B9B74B4	The J. Geils Band	True	Boston, MA
ARYLM1K1187B9892F4	Joey Scarbury	True	Ontario, CA
ARTSAA11187B98D99A	Fiestas	True	Newark, NJ
AR7VL911187FB3C5B5	Dave Evans & Thunderstruck	False	AUSTRALIA - Victoria
AR21JDN1187FB50AD1	CCCP - Fedeli Alla Linea	False	Reggio Emilia
ARHRKIF1241B9C881A	Dorina	True	Brazil
ARBA4MX1187B989BD6	Breakdown	True	Florida
AR5UCWY1187FB3AE74	Towa Tei	False	Tokyo, Japan
AR8GAJA1187B9B557D	Robyn Hitchcock	False	London, England
ARUFJ821187B989DE2	Merci Miss Monroe	True	Arizona USA
ARUDFVS1187B9A80A1	Now Is Now	True	Maine
ARZFPTE11F50C50FF8	Heavyweight Dub Champion	True	California - SF
ARFZC2I1187FB5239F	Dele Sosimi	False	Great Britain / UK
ARO0AKN1187B9A1B84	The Humpers	True	New York, NY
AR3HC3K1187B99A7A6	Rookie	True	DERRY, US
ARVWJM61187B9B7715	Earth_ Wind & Fire	True	Chicago, IL
AR2VI5H1187FB45741	Stray Dog	True	Colorado
ART86601187FB3E744	Steve Lacy	True	New York, NY
AR8INUJ1187B98D652	Wayne Smith	True	Jamaica
ARBM57Q1187B9AF97C	James Horner	True	Los Angeles, CA
AR9TJDR1187B9AC0D3	Taco	False	Jakarta, Indonesia
ARO3TV21187FB56DE9	Eva Avila	True	Ottawa, Ontario, Canada
AR1CPTU1187B990B43	Surface (feat. Tony Prescott)	True	NY - New York City
ARNSAEA1187B9B908E	Cheo Feliciano	True	Ponce, Puerto Rico
AR6X38P119B340329F	Celeste Lear	True	California - LA
ARIK8T31187B9A4D4F	Louis Prima & Keely Smith	True	New Orleans, LA
ARYRINH1187FB50A6C	Kingspade	True	USA
AR7NIQ91187B9985BE	Castello	False	Roma
AR4KFQ41187FB5321B	East of Eden	True	Madison, MS
ARYUGJ51187B9AF545	Billy Sheehan	True	Buffalo, NY-Now Los Angeles
ARY9TWX1187B992E2A	MIKE KENEALLY & BEER 4 DOLPHINS	True	San Diego, CA
